   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 0- 3	 0- 0	 2- 1	     6512.05	11.324	9.62	10
 0- 3	 0- 0	 2- 2	    12601.92	 2.926	5.78	 6
 0- 3	 0- 0	 3- 0	     7834.99	 9.412	8.41	 8
 0- 3	 0- 0	 3- 1	    28078.75	 2.626	2.52	 3
 0- 3	 0- 0	 3- 2	    38044.31	 1.938	1.60	 2
 0- 3	 0- 0	 4- 1	    35347.66	 2.086	1.81	 2
 0- 3	 0- 1	 0- 0	     2721.26	 6.774	26.08	26
 0- 3	 0- 1	 0- 1	     2236.41	 6.595	31.90	32
 0- 3	 0- 1	 0- 2	     7348.78	 2.007	8.48	 8
 0- 3	 0- 1	 1- 0	     2496.69	 4.923	29.75	30
 0- 3	 0- 1	 1- 1	     4677.05	 3.153	15.78	16
 0- 3	 0- 1	 2- 0	     6511.82	11.324	9.62	10
 0- 3	 0- 1	 2- 1	     6297.95	11.709	9.85	10
 0- 3	 0- 1	 2- 2	    15695.59	 4.698	4.75	 5
 0- 3	 0- 1	 3- 0	    28071.65	 2.627	2.53	 3
 0- 3	 0- 1	 3- 1	    19036.74	 3.874	3.94	 4
 0- 3	 0- 1	 3- 2	    42067.41	 1.753	1.32	 1
 0- 3	 0- 1	 4- 0	    35295.61	 2.089	1.81	 2
 0- 3	 0- 2	 0- 0	     4472.19	 4.122	16.77	17
 0- 3	 0- 2	 0- 1	     7348.33	 1.672	7.16	 7
 0- 3	 0- 2	 1- 0	     9353.56	 1.971	6.57	 7
 0- 3	 0- 2	 2- 0	    12593.72	 5.855	5.78	 6
 0- 3	 0- 2	 2- 1	    15696.79	 4.698	4.75	 5
 0- 3	 0- 2	 2- 2	    39673.67	 1.859	1.48	 1
 0- 3	 0- 2	 3- 0	    38055.80	 1.938	1.59	 2
 0- 3	 0- 2	 3- 1	    42131.67	 1.750	1.31	 1
 0- 3	 0- 3	 2- 0	    47126.81	 1.565	1.02	 1
 0- 3	 1- 0	 0- 0	     2660.16	Ej Spelad	1.00	 1
 0- 3	 1- 0	 0- 1	     2497.67	Ej Spelad	1.00	 1
 0- 3	 1- 0	 0- 2	     9351.75	Ej Spelad	1.00	 1
 0- 3	 1- 0	 0- 3	    37023.63	Ej Spelad	1.00	 1
 0- 3	 1- 0	 0- 4	   198562.09	Ej Spelad	1.00	 1
 0- 3	 1- 0	 0- 5	   372332.78	Ej Spelad	1.00	 1
 0- 3	 1- 0	 1- 0	     3621.91	Ej Spelad	1.00	 1
 0- 3	 1- 0	 1- 1	     3256.70	Ej Spelad	1.00	 1
 0- 3	 1- 0	 1- 2	     6296.41	Ej Spelad	1.00	 1
 0- 3	 1- 0	 1- 3	    23547.19	Ej Spelad	1.00	 1
 0- 3	 1- 0	 1- 4	   119043.06	Ej Spelad	1.00	 1
 0- 3	 1- 0	 2- 0	     2614.33	Ej Spelad	1.00	 1
 0- 3	 1- 0	 2- 1	     9356.31	Ej Spelad	1.00	 1
 0- 3	 1- 0	 2- 2	    12691.21	Ej Spelad	1.00	 1
 0- 3	 1- 0	 2- 3	    42120.12	Ej Spelad	1.00	 1
 0- 3	 1- 0	 2- 4	   297417.00	Ej Spelad	1.00	 1
 0- 3	 1- 0	 3- 0	    22697.48	Ej Spelad	1.00	 1
 0- 3	 1- 0	 3- 1	     8817.96	Ej Spelad	1.00	 1
 0- 3	 1- 0	 3- 2	    77224.91	Ej Spelad	1.00	 1
 0- 3	 1- 0	 3- 3	   189265.81	Ej Spelad	1.00	 1
 0- 3	 1- 0	 4- 0	    75024.97	Ej Spelad	1.00	 1
 0- 3	 1- 0	 4- 1	   123919.80	Ej Spelad	1.00	 1
 0- 3	 1- 0	 5- 0	   302258.19	Ej Spelad	1.00	 1
 0- 3	 1- 0	 5- 1	   321823.72	Ej Spelad	1.00	 1
 0- 3	 1- 1	 0- 0	     2497.39	Ej Spelad	1.00	 1
 0- 3	 1- 1	 0- 1	     4676.03	Ej Spelad	1.00	 1
 0- 3	 1- 1	 0- 2	    12346.96	Ej Spelad	1.00	 1
 0- 3	 1- 1	 0- 3	    49592.57	Ej Spelad	1.00	 1
 0- 3	 1- 1	 0- 4	    74411.63	Ej Spelad	1.00	 1
 0- 3	 1- 1	 1- 0	     3254.33	Ej Spelad	1.00	 1
 0- 3	 1- 1	 1- 1	     3149.39	Ej Spelad	1.00	 1
 0- 3	 1- 1	 1- 2	     7846.39	Ej Spelad	1.00	 1
 0- 3	 1- 1	 1- 3	    29768.77	Ej Spelad	1.00	 1
 0- 3	 1- 1	 1- 4	    89319.05	Ej Spelad	1.00	 1
 0- 3	 1- 1	 2- 0	     9358.15	Ej Spelad	1.00	 1
 0- 3	 1- 1	 2- 1	     6340.42	Ej Spelad	1.00	 1
 0- 3	 1- 1	 2- 2	    14030.25	Ej Spelad	1.00	 1
 0- 3	 1- 1	 2- 3	    74400.48	Ej Spelad	1.00	 1
 0- 3	 1- 1	 3- 0	     8808.97	Ej Spelad	1.00	 1
 0- 3	 1- 1	 3- 1	    38571.98	Ej Spelad	1.00	 1
 0- 3	 1- 1	 3- 2	    63156.41	Ej Spelad	1.00	 1
 0- 3	 1- 1	 3- 3	   267953.03	Ej Spelad	1.00	 1
 0- 3	 1- 1	 4- 0	   123921.98	Ej Spelad	1.00	 1
 0- 3	 1- 1	 5- 0	   321761.81	Ej Spelad	1.00	 1
 0- 3	 1- 2	 0- 0	     9350.51	Ej Spelad	1.00	 1
 0- 3	 1- 2	 0- 1	    12344.18	Ej Spelad	1.00	 1
 0- 3	 1- 2	 0- 2	    33060.27	Ej Spelad	1.00	 1
 0- 3	 1- 2	 0- 3	    37188.50	Ej Spelad	1.00	 1
 0- 3	 1- 2	 1- 0	     6299.65	Ej Spelad	1.00	 1
 0- 3	 1- 2	 1- 1	     7849.02	Ej Spelad	1.00	 1
 0- 3	 1- 2	 1- 2	    19844.66	Ej Spelad	1.00	 1
 0- 3	 1- 2	 1- 3	    44637.82	Ej Spelad	1.00	 1
 0- 3	 1- 2	 2- 0	    12677.72	Ej Spelad	1.00	 1
 0- 3	 1- 2	 2- 1	    14033.81	Ej Spelad	1.00	 1
 0- 3	 1- 2	 2- 2	    49612.07	Ej Spelad	1.00	 1
 0- 3	 1- 2	 2- 3	   223272.06	Ej Spelad	1.00	 1
 0- 3	 1- 2	 3- 0	    77218.02	Ej Spelad	1.00	 1
 0- 3	 1- 2	 3- 1	    63075.11	Ej Spelad	1.00	 1
 0- 3	 1- 2	 3- 2	   178569.36	Ej Spelad	1.00	 1
 0- 3	 1- 3	 0- 0	    37029.90	Ej Spelad	1.00	 1
 0- 3	 1- 3	 0- 1	    49618.36	Ej Spelad	1.00	 1
 0- 3	 1- 3	 0- 2	    37194.89	Ej Spelad	1.00	 1
 0- 3	 1- 3	 1- 0	    23514.50	Ej Spelad	1.00	 1
 0- 3	 1- 3	 1- 1	    29759.14	Ej Spelad	1.00	 1
 0- 3	 1- 3	 1- 2	    44645.56	Ej Spelad	1.00	 1
 0- 3	 1- 3	 2- 0	    42037.22	Ej Spelad	1.00	 1
 0- 3	 1- 3	 2- 1	    74453.43	Ej Spelad	1.00	 1
 0- 3	 1- 3	 2- 2	   223402.75	Ej Spelad	1.00	 1
 0- 3	 1- 3	 3- 0	   189465.53	Ej Spelad	1.00	 1
 0- 3	 1- 3	 3- 1	   268191.84	Ej Spelad	1.00	 1
 0- 3	 1- 4	 0- 0	   198440.77	Ej Spelad	1.00	 1
 0- 3	 1- 4	 0- 1	    74442.66	Ej Spelad	1.00	 1
 0- 3	 1- 4	 1- 0	   118834.00	Ej Spelad	1.00	 1
 0- 3	 1- 4	 1- 1	    89256.00	Ej Spelad	1.00	 1
 0- 3	 1- 4	 2- 0	   297333.13	Ej Spelad	1.00	 1
 0- 3	 1- 5	 0- 0	   372008.38	Ej Spelad	1.00	 1
 0- 3	 2- 0	 0- 0	     7238.70	Ej Spelad	1.00	 1
 0- 3	 2- 0	 0- 1	     6510.18	Ej Spelad	1.00	 1
 0- 3	 2- 0	 0- 2	    12609.17	Ej Spelad	1.00	 1
 0- 3	 2- 0	 0- 3	    47017.11	Ej Spelad	1.00	 1
 0- 3	 2- 0	 0- 4	   238041.42	Ej Spelad	1.00	 1
 0- 3	 2- 0	 1- 0	     2613.79	Ej Spelad	1.00	 1
 0- 3	 2- 0	 1- 1	     9346.52	Ej Spelad	1.00	 1
 0- 3	 2- 0	 1- 2	    12687.11	Ej Spelad	1.00	 1
 0- 3	 2- 0	 1- 3	    42054.31	Ej Spelad	1.00	 1
 0- 3	 2- 0	 1- 4	   297530.72	Ej Spelad	1.00	 1
 0- 3	 2- 0	 2- 0	    15098.32	Ej Spelad	1.00	 1
 0- 3	 2- 0	 2- 1	     5876.78	Ej Spelad	1.00	 1
 0- 3	 2- 0	 2- 2	    51426.08	Ej Spelad	1.00	 1
 0- 3	 2- 0	 2- 3	   126229.70	Ej Spelad	1.00	 1
 0- 3	 2- 0	 3- 0	    37509.66	Ej Spelad	1.00	 1
 0- 3	 2- 0	 3- 1	    61911.37	Ej Spelad	1.00	 1
 0- 3	 2- 0	 4- 0	   121025.67	Ej Spelad	1.00	 1
 0- 3	 2- 0	 4- 1	   128482.02	Ej Spelad	1.00	 1
 0- 3	 2- 1	 0- 0	     6514.39	Ej Spelad	1.00	 1
 0- 3	 2- 1	 0- 1	     6300.02	Ej Spelad	1.00	 1
 0- 3	 2- 1	 0- 2	    15700.09	Ej Spelad	1.00	 1
 0- 3	 2- 1	 0- 3	    59501.63	Ej Spelad	1.00	 1
 0- 3	 2- 1	 0- 4	   178672.89	Ej Spelad	1.00	 1
 0- 3	 2- 1	 1- 0	     9344.72	Ej Spelad	1.00	 1
 0- 3	 2- 1	 1- 1	     6346.44	Ej Spelad	1.00	 1
 0- 3	 2- 1	 1- 2	    14031.06	Ej Spelad	1.00	 1
 0- 3	 2- 1	 1- 3	    74404.63	Ej Spelad	1.00	 1
 0- 3	 2- 1	 2- 0	     5876.95	Ej Spelad	1.00	 1
 0- 3	 2- 1	 2- 1	    25729.08	Ej Spelad	1.00	 1
 0- 3	 2- 1	 2- 2	    42092.80	Ej Spelad	1.00	 1
 0- 3	 2- 1	 2- 3	   178573.28	Ej Spelad	1.00	 1
 0- 3	 2- 1	 3- 0	    61947.73	Ej Spelad	1.00	 1
 0- 3	 2- 1	 3- 2	   208407.05	Ej Spelad	1.00	 1
 0- 3	 2- 1	 4- 0	   128250.63	Ej Spelad	1.00	 1
 0- 3	 2- 1	 4- 1	   255655.44	Ej Spelad	1.00	 1
 0- 3	 2- 2	 0- 0	    12593.22	Ej Spelad	1.00	 1
 0- 3	 2- 2	 0- 1	    15694.97	Ej Spelad	1.00	 1
 0- 3	 2- 2	 0- 2	    39692.09	Ej Spelad	1.00	 1
 0- 3	 2- 2	 0- 3	    89254.32	Ej Spelad	1.00	 1
 0- 3	 2- 2	 1- 0	    12698.22	Ej Spelad	1.00	 1
 0- 3	 2- 2	 1- 1	    14040.90	Ej Spelad	1.00	 1
 0- 3	 2- 2	 1- 2	    49589.77	Ej Spelad	1.00	 1
 0- 3	 2- 2	 1- 3	   223030.91	Ej Spelad	1.00	 1
 0- 3	 2- 2	 2- 0	    51407.65	Ej Spelad	1.00	 1
 0- 3	 2- 2	 2- 1	    42074.42	Ej Spelad	1.00	 1
 0- 3	 2- 2	 2- 2	   119101.16	Ej Spelad	1.00	 1
 0- 3	 2- 2	 2- 3	   335002.75	Ej Spelad	1.00	 1
 0- 3	 2- 2	 3- 1	   208119.41	Ej Spelad	1.00	 1
 0- 3	 2- 2	 3- 2	   267702.03	Ej Spelad	1.00	 1
 0- 3	 2- 3	 0- 0	    47103.59	Ej Spelad	1.00	 1
 0- 3	 2- 3	 0- 1	    59551.39	Ej Spelad	1.00	 1
 0- 3	 2- 3	 0- 2	    89205.66	Ej Spelad	1.00	 1
 0- 3	 2- 3	 1- 0	    42085.04	Ej Spelad	1.00	 1
 0- 3	 2- 3	 1- 1	    74349.30	Ej Spelad	1.00	 1
 0- 3	 2- 3	 1- 2	   223121.73	Ej Spelad	1.00	 1
 0- 3	 2- 3	 2- 0	   126129.25	Ej Spelad	1.00	 1
 0- 3	 2- 3	 2- 1	   178700.83	Ej Spelad	1.00	 1
 0- 3	 2- 3	 2- 2	   334898.06	Ej Spelad	1.00	 1
 0- 3	 2- 4	 0- 0	   238138.63	Ej Spelad	1.00	 1
 0- 3	 2- 4	 0- 1	   178662.08	Ej Spelad	1.00	 1
 0- 3	 2- 4	 1- 0	   297532.53	Ej Spelad	1.00	 1
 0- 3	 3- 0	 0- 0	     7838.65	Ej Spelad	1.00	 1
 0- 3	 3- 0	 0- 1	    28120.29	Ej Spelad	1.00	 1
 0- 3	 3- 0	 0- 2	    37996.14	Ej Spelad	1.00	 1
 0- 3	 3- 0	 0- 3	   126179.43	Ej Spelad	1.00	 1
 0- 3	 3- 0	 1- 0	    22614.17	Ej Spelad	1.00	 1
 0- 3	 3- 0	 1- 1	     8814.38	Ej Spelad	1.00	 1
 0- 3	 3- 0	 1- 2	    77181.42	Ej Spelad	1.00	 1
 0- 3	 3- 0	 1- 3	   189140.83	Ej Spelad	1.00	 1
 0- 3	 3- 0	 2- 0	    37626.42	Ej Spelad	1.00	 1
 0- 3	 3- 0	 2- 1	    61916.12	Ej Spelad	1.00	 1
 0- 3	 3- 0	 3- 0	    90830.69	Ej Spelad	1.00	 1
 0- 3	 3- 0	 3- 1	    96360.16	Ej Spelad	1.00	 1
 0- 3	 3- 0	 3- 2	   383153.72	Ej Spelad	1.00	 1
 0- 3	 3- 0	 4- 1	   291772.78	Ej Spelad	1.00	 1
 0- 3	 3- 1	 0- 0	    28062.35	Ej Spelad	1.00	 1
 0- 3	 3- 1	 0- 1	    19002.54	Ej Spelad	1.00	 1
 0- 3	 3- 1	 0- 2	    42093.06	Ej Spelad	1.00	 1
 0- 3	 3- 1	 0- 3	   223577.72	Ej Spelad	1.00	 1
 0- 3	 3- 1	 1- 0	     8820.06	Ej Spelad	1.00	 1
 0- 3	 3- 1	 1- 1	    38588.41	Ej Spelad	1.00	 1
 0- 3	 3- 1	 1- 2	    63165.42	Ej Spelad	1.00	 1
 0- 3	 3- 1	 1- 3	   267609.09	Ej Spelad	1.00	 1
 0- 3	 3- 1	 2- 0	    61870.50	Ej Spelad	1.00	 1
 0- 3	 3- 1	 2- 2	   208520.94	Ej Spelad	1.00	 1
 0- 3	 3- 1	 3- 0	    96413.16	Ej Spelad	1.00	 1
 0- 3	 3- 1	 3- 1	   191699.95	Ej Spelad	1.00	 1
 0- 3	 3- 1	 4- 0	   292292.09	Ej Spelad	1.00	 1
 0- 3	 3- 1	 4- 1	   327848.03	Ej Spelad	1.00	 1
 0- 3	 3- 2	 0- 0	    38010.78	Ej Spelad	1.00	 1
 0- 3	 3- 2	 0- 1	    42035.71	Ej Spelad	1.00	 1
 0- 3	 3- 2	 0- 2	   148870.38	Ej Spelad	1.00	 1
 0- 3	 3- 2	 1- 0	    77092.56	Ej Spelad	1.00	 1
 0- 3	 3- 2	 1- 1	    63117.35	Ej Spelad	1.00	 1
 0- 3	 3- 2	 1- 2	   178631.97	Ej Spelad	1.00	 1
 0- 3	 3- 2	 2- 1	   208393.27	Ej Spelad	1.00	 1
 0- 3	 3- 2	 2- 2	   267731.28	Ej Spelad	1.00	 1
 0- 3	 3- 2	 3- 0	   383195.81	Ej Spelad	1.00	 1
 0- 3	 3- 3	 0- 0	   126378.53	Ej Spelad	1.00	 1
 0- 3	 3- 3	 0- 1	   223345.89	Ej Spelad	1.00	 1
 0- 3	 3- 3	 1- 0	   189279.66	Ej Spelad	1.00	 1
 0- 3	 3- 3	 1- 1	   267883.97	Ej Spelad	1.00	 1
 0- 3	 4- 0	 0- 0	    90489.16	Ej Spelad	1.00	 1
 0- 3	 4- 0	 0- 1	    35301.05	Ej Spelad	1.00	 1
 0- 3	 4- 0	 0- 2	   308710.63	Ej Spelad	1.00	 1
 0- 3	 4- 0	 1- 0	    75203.09	Ej Spelad	1.00	 1
 0- 3	 4- 0	 1- 1	   123995.73	Ej Spelad	1.00	 1
 0- 3	 4- 0	 2- 0	   120932.44	Ej Spelad	1.00	 1
 0- 3	 4- 0	 2- 1	   128668.86	Ej Spelad	1.00	 1
 0- 3	 4- 0	 3- 1	   291791.59	Ej Spelad	1.00	 1
 0- 3	 4- 1	 0- 0	    35194.84	Ej Spelad	1.00	 1
 0- 3	 4- 1	 0- 1	   154406.83	Ej Spelad	1.00	 1
 0- 3	 4- 1	 0- 2	   252374.22	Ej Spelad	1.00	 1
 0- 3	 4- 1	 1- 0	   123855.16	Ej Spelad	1.00	 1
 0- 3	 4- 1	 2- 0	   128565.13	Ej Spelad	1.00	 1
 0- 3	 4- 1	 2- 1	   255357.13	Ej Spelad	1.00	 1
 0- 3	 4- 1	 3- 0	   292012.81	Ej Spelad	1.00	 1
 0- 3	 4- 1	 3- 1	   328644.75	Ej Spelad	1.00	 1
 0- 3	 4- 2	 0- 0	   308553.94	Ej Spelad	1.00	 1
 0- 3	 4- 2	 0- 1	   252818.83	Ej Spelad	1.00	 1
 0- 3	 5- 0	 0- 0	   372819.94	Ej Spelad	1.00	 1
 0- 3	 5- 0	 1- 0	   302176.06	Ej Spelad	1.00	 1
 0- 3	 5- 0	 1- 1	   320901.66	Ej Spelad	1.00	 1
 0- 3	 5- 1	 1- 0	   321336.72	Ej Spelad	1.00	 1
 0- 4	 0- 0	 0- 0	    10886.46	 6.774	6.52	 7
 0- 4	 0- 0	 0- 1	     8946.92	 8.242	7.61	 8
 0- 4	 0- 0	 0- 2	    29396.93	 2.508	2.38	 2
 0- 4	 0- 0	 1- 0	     9983.57	 7.386	6.99	 7
 0- 4	 0- 0	 1- 1	    18716.53	 3.940	4.01	 4
 0- 4	 0- 0	 2- 0	    26007.23	 2.835	2.78	 3
 0- 4	 0- 0	 2- 1	    25206.31	 2.925	2.89	 3
 0- 4	 0- 1	 0- 0	     8944.10	 8.245	7.61	 8
 0- 4	 0- 1	 0- 1	    14694.74	 5.018	5.05	 5
 0- 4	 0- 1	 1- 0	    18701.92	 3.943	4.01	 4
 0- 4	 0- 1	 1- 1	    24679.76	 2.988	2.96	 3
 0- 4	 0- 1	 2- 0	    25213.89	 2.925	2.89	 3
 0- 4	 0- 2	 0- 0	    29388.89	 2.509	2.38	 2
 0- 4	 0- 2	 0- 1	    44091.67	 1.672	1.19	 1
 0- 4	 1- 0	 0- 0	     9993.19	Ej Spelad	1.00	 1
 0- 4	 1- 0	 0- 1	    18692.23	Ej Spelad	1.00	 1
 0- 4	 1- 0	 0- 2	    49373.46	Ej Spelad	1.00	 1
 0- 4	 1- 0	 0- 3	   198460.28	Ej Spelad	1.00	 1
 0- 4	 1- 0	 0- 4	   297838.53	Ej Spelad	1.00	 1
 0- 4	 1- 0	 1- 0	    13024.23	Ej Spelad	1.00	 1
 0- 4	 1- 0	 1- 1	    12598.49	Ej Spelad	1.00	 1
 0- 4	 1- 0	 1- 2	    31432.70	Ej Spelad	1.00	 1
 0- 4	 1- 0	 1- 3	   119131.88	Ej Spelad	1.00	 1
 0- 4	 1- 0	 1- 4	   357342.38	Ej Spelad	1.00	 1
 0- 4	 1- 0	 2- 0	    37413.96	Ej Spelad	1.00	 1
 0- 4	 1- 0	 2- 1	    25330.40	Ej Spelad	1.00	 1
 0- 4	 1- 0	 2- 2	    56099.18	Ej Spelad	1.00	 1
 0- 4	 1- 0	 2- 3	   297956.34	Ej Spelad	1.00	 1
 0- 4	 1- 0	 3- 0	    35306.45	Ej Spelad	1.00	 1
 0- 4	 1- 0	 3- 1	   154358.06	Ej Spelad	1.00	 1
 0- 4	 1- 0	 3- 2	   252739.66	Ej Spelad	1.00	 1
 0- 4	 1- 1	 0- 0	    18695.41	Ej Spelad	1.00	 1
 0- 4	 1- 1	 0- 1	    24692.29	Ej Spelad	1.00	 1
 0- 4	 1- 1	 0- 2	    66145.66	Ej Spelad	1.00	 1
 0- 4	 1- 1	 0- 3	    74416.38	Ej Spelad	1.00	 1
 0- 4	 1- 1	 1- 0	    12599.87	Ej Spelad	1.00	 1
 0- 4	 1- 1	 1- 1	    15697.43	Ej Spelad	1.00	 1
 0- 4	 1- 1	 1- 2	    39681.71	Ej Spelad	1.00	 1
 0- 4	 1- 1	 1- 3	    89236.70	Ej Spelad	1.00	 1
 0- 4	 1- 1	 2- 0	    25338.78	Ej Spelad	1.00	 1
 0- 4	 1- 1	 2- 1	    28032.15	Ej Spelad	1.00	 1
 0- 4	 1- 1	 2- 2	    99131.47	Ej Spelad	1.00	 1
 0- 4	 1- 1	 3- 0	   154221.89	Ej Spelad	1.00	 1
 0- 4	 1- 1	 3- 1	   126108.30	Ej Spelad	1.00	 1
 0- 4	 1- 1	 3- 2	   357127.03	Ej Spelad	1.00	 1
 0- 4	 1- 2	 0- 0	    49369.50	Ej Spelad	1.00	 1
 0- 4	 1- 2	 0- 1	    66131.73	Ej Spelad	1.00	 1
 0- 4	 1- 2	 0- 2	    49598.64	Ej Spelad	1.00	 1
 0- 4	 1- 2	 1- 0	    31373.63	Ej Spelad	1.00	 1
 0- 4	 1- 2	 1- 1	    39691.61	Ej Spelad	1.00	 1
 0- 4	 1- 2	 1- 2	    59527.68	Ej Spelad	1.00	 1
 0- 4	 1- 2	 2- 0	    56082.30	Ej Spelad	1.00	 1
 0- 4	 1- 2	 2- 1	    99318.52	Ej Spelad	1.00	 1
 0- 4	 1- 2	 2- 2	   297730.56	Ej Spelad	1.00	 1
 0- 4	 1- 2	 3- 0	   252135.19	Ej Spelad	1.00	 1
 0- 4	 1- 2	 3- 1	   357253.16	Ej Spelad	1.00	 1
 0- 4	 1- 3	 0- 0	   198398.56	Ej Spelad	1.00	 1
 0- 4	 1- 3	 0- 1	    74373.94	Ej Spelad	1.00	 1
 0- 4	 1- 3	 1- 0	   119050.77	Ej Spelad	1.00	 1
 0- 4	 1- 3	 1- 1	    89264.85	Ej Spelad	1.00	 1
 0- 4	 1- 3	 2- 0	   298090.41	Ej Spelad	1.00	 1
 0- 4	 1- 4	 0- 0	   297671.59	Ej Spelad	1.00	 1
 0- 4	 1- 4	 1- 0	   357543.66	Ej Spelad	1.00	 1
 0- 4	 2- 0	 0- 0	    26075.05	Ej Spelad	1.00	 1
 0- 4	 2- 0	 0- 1	    25222.35	Ej Spelad	1.00	 1
 0- 4	 2- 0	 0- 2	    62724.43	Ej Spelad	1.00	 1
 0- 4	 2- 0	 0- 3	   237800.91	Ej Spelad	1.00	 1
 0- 4	 2- 0	 1- 0	    37376.90	Ej Spelad	1.00	 1
 0- 4	 2- 0	 1- 1	    25414.98	Ej Spelad	1.00	 1
 0- 4	 2- 0	 1- 2	    56215.66	Ej Spelad	1.00	 1
 0- 4	 2- 0	 1- 3	   297572.00	Ej Spelad	1.00	 1
 0- 4	 2- 0	 2- 0	    23506.72	Ej Spelad	1.00	 1
 0- 4	 2- 0	 2- 1	   102857.18	Ej Spelad	1.00	 1
 0- 4	 2- 0	 2- 2	   168226.66	Ej Spelad	1.00	 1
 0- 4	 2- 0	 3- 0	   247368.27	Ej Spelad	1.00	 1
 0- 4	 2- 1	 0- 0	    25181.96	Ej Spelad	1.00	 1
 0- 4	 2- 1	 0- 1	    31379.98	Ej Spelad	1.00	 1
 0- 4	 2- 1	 0- 2	    79395.43	Ej Spelad	1.00	 1
 0- 4	 2- 1	 0- 3	   178630.33	Ej Spelad	1.00	 1
 0- 4	 2- 1	 1- 0	    25378.59	Ej Spelad	1.00	 1
 0- 4	 2- 1	 1- 1	    28078.07	Ej Spelad	1.00	 1
 0- 4	 2- 1	 1- 2	    99262.56	Ej Spelad	1.00	 1
 0- 4	 2- 1	 2- 0	   102965.91	Ej Spelad	1.00	 1
 0- 4	 2- 1	 2- 1	    84286.23	Ej Spelad	1.00	 1
 0- 4	 2- 1	 2- 2	   238281.77	Ej Spelad	1.00	 1
 0- 4	 2- 2	 0- 0	    62737.48	Ej Spelad	1.00	 1
 0- 4	 2- 2	 0- 1	    79333.24	Ej Spelad	1.00	 1
 0- 4	 2- 2	 0- 2	   119102.27	Ej Spelad	1.00	 1
 0- 4	 2- 2	 1- 0	    56148.91	Ej Spelad	1.00	 1
 0- 4	 2- 2	 1- 1	    99167.46	Ej Spelad	1.00	 1
 0- 4	 2- 2	 1- 2	   297480.66	Ej Spelad	1.00	 1
 0- 4	 2- 2	 2- 0	   168405.41	Ej Spelad	1.00	 1
 0- 4	 2- 2	 2- 1	   237905.19	Ej Spelad	1.00	 1
 0- 4	 2- 3	 0- 0	   238113.45	Ej Spelad	1.00	 1
 0- 4	 2- 3	 0- 1	   178439.02	Ej Spelad	1.00	 1
 0- 4	 2- 3	 1- 0	   297416.66	Ej Spelad	1.00	 1
 0- 4	 3- 0	 0- 0	   112245.47	Ej Spelad	1.00	 1
 0- 4	 3- 0	 0- 1	    75929.45	Ej Spelad	1.00	 1
 0- 4	 3- 0	 0- 2	   167962.94	Ej Spelad	1.00	 1
 0- 4	 3- 0	 1- 0	    35227.36	Ej Spelad	1.00	 1
 0- 4	 3- 0	 1- 1	   154667.88	Ej Spelad	1.00	 1
 0- 4	 3- 0	 1- 2	   252231.59	Ej Spelad	1.00	 1
 0- 4	 3- 0	 2- 0	   248321.98	Ej Spelad	1.00	 1
 0- 4	 3- 0	 3- 0	   385905.03	Ej Spelad	1.00	 1
 0- 4	 3- 1	 0- 0	    75918.11	Ej Spelad	1.00	 1
 0- 4	 3- 1	 0- 1	    84032.02	Ej Spelad	1.00	 1
 0- 4	 3- 1	 0- 2	   298036.69	Ej Spelad	1.00	 1
 0- 4	 3- 1	 1- 0	   154322.52	Ej Spelad	1.00	 1
 0- 4	 3- 1	 1- 1	   126279.52	Ej Spelad	1.00	 1
 0- 4	 3- 1	 1- 2	   357199.97	Ej Spelad	1.00	 1
 0- 4	 3- 2	 0- 0	   167850.86	Ej Spelad	1.00	 1
 0- 4	 3- 2	 0- 1	   297617.56	Ej Spelad	1.00	 1
 0- 4	 3- 2	 1- 0	   252205.33	Ej Spelad	1.00	 1
 0- 4	 3- 2	 1- 1	   356912.25	Ej Spelad	1.00	 1
 0- 4	 4- 0	 0- 0	   141323.70	Ej Spelad	1.00	 1
 0- 5	 0- 0	 0- 0	    44741.80	 1.648	1.15	 1
 0- 5	 1- 0	 0- 0	    93561.35	Ej Spelad	1.00	 1
 0- 5	 1- 0	 0- 1	   123498.07	Ej Spelad	1.00	 1
 0- 5	 1- 0	 0- 2	   331183.41	Ej Spelad	1.00	 1
 0- 5	 1- 0	 0- 3	   372050.78	Ej Spelad	1.00	 1
 0- 5	 1- 0	 1- 0	    62834.74	Ej Spelad	1.00	 1
 0- 5	 1- 0	 1- 1	    78476.92	Ej Spelad	1.00	 1
 0- 5	 1- 0	 1- 2	   198560.66	Ej Spelad	1.00	 1
 0- 5	 1- 0	 2- 0	   126996.35	Ej Spelad	1.00	 1
 0- 5	 1- 0	 2- 1	   140031.34	Ej Spelad	1.00	 1
 0- 5	 1- 1	 0- 0	   123474.47	Ej Spelad	1.00	 1
 0- 5	 1- 1	 0- 1	   165257.88	Ej Spelad	1.00	 1
 0- 5	 1- 1	 0- 2	   124034.97	Ej Spelad	1.00	 1
 0- 5	 1- 1	 1- 0	    78357.69	Ej Spelad	1.00	 1
 0- 5	 1- 1	 1- 1	    99214.00	Ej Spelad	1.00	 1
 0- 5	 1- 1	 1- 2	   148758.25	Ej Spelad	1.00	 1
 0- 5	 1- 1	 2- 0	   140185.42	Ej Spelad	1.00	 1
 0- 5	 1- 1	 2- 1	   248367.14	Ej Spelad	1.00	 1
 0- 5	 1- 2	 0- 0	   330799.97	Ej Spelad	1.00	 1
